ID,SC,Level,Synopsis,Understanding,Links,Summary,Environment,Issue,Testing,Screengrab,ProductNote,Labels,Impact,Status,Assignment,Implementation,Notes,JIRA,Estimate
A11YSCHEDULE002,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD (Session Only),"Schedule Dialog Not Fully Accessible, Needs Work","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The ""Schedule"" dialog has the following access issues:

1. The tabs cannot be accessed as links appear to all have a _tabindex_ of _-1_. This Tab UI also appears to have many of the same deficiencies as has been cited elsewhere across similar components used within the application. Would strongly consider looking into better built components that framework may offer or performing custom work. Ensuring consistent implementation and use across applications is critical to better understanding of the interface by disabled end users. If it is not possible to rebuild this component, at least look to the following for guidance on how these types of interfaces should behave. Use your keyboard to navigate and listen to it with screen readers such as NVDA. See https://radancy.dev/component-library/tablist/ 

2. Focus state is missing from each tab item. However, I expect this issue to go away once when we remove _outline:0_ and _outline: none_ from all CSS across the application.",Verify that tabs are operable via keyboard and expected tab behavior is present.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSCHEDULE002-1.png 

https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSCHEDULE002-2.png 

https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSCHEDULE002-3.mp4 
",,"""HE_Schedule"", ""S4_Low"", ""Effort_Difficult"", ""Issue_Tablist"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YSCHEDULE003,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD (Session Only),"""Invite Registrants to Chat"" Button Not Keyboard Accessible, Has Screen Reader Issue","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Please remove _tabindex=""-1""_ from ""Invite Registrants to Chat"" button: 

*Before*

{code}<button type=""button"" class=""btn btn-material btn-primary"" aria-label=""Invite Registrants to Chat"" tabindex=""-1"" style="""" data-original-title="""" title=""""><i class=""material-icons"">person_add</i><div aria-hidden=""true"" style=""display: none;""><div class=""spinner-wrapper white""><svg class=""spinner"" width=""24px"" height=""24px"" viewBox=""0 0 66 66"" xmlns=""http://www.w3.org/2000/svg""><circle class=""path"" fill=""none"" stroke-width=""6"" stroke-linecap=""round"" cx=""33"" cy=""33"" r=""30""></circle></svg><span>Loading ...</span></div></div></button>{code}

*After*

{code}<button type=""button"" class=""btn btn-material btn-primary"" aria-label=""Invite Registrants to Chat"" style="""" data-original-title="""" title=""""><i aria-hidden=""true"" class=""material-icons"">person_add</i><div aria-hidden=""true"" style=""display: none;""><div class=""spinner-wrapper white""><svg class=""spinner"" width=""24px"" height=""24px"" viewBox=""0 0 66 66"" xmlns=""http://www.w3.org/2000/svg""><circle class=""path"" fill=""none"" stroke-width=""6"" stroke-linecap=""round"" cx=""33"" cy=""33"" r=""30""></circle></svg><span>Loading ...</span></div></div></button>{code}

*TODO*

1. Remove _tabindex=""-1""_

2. Add _aria-hidden=""true""_ to _i[class=""material-icons""]_. The text, ""person_add"" is being read aloud by screen reader.",Verify that button can now be tabbed to via keyboard.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSCHEDULE003.png",,"""HE_Schedule"", ""S4_Low"", ""Effort_Easy"", ""Issue_Tabindex""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YSCHEDULE004,3.3.2: Labels or Instructions,A,Label elements and give instructions,https://www.w3.org/WAI/WCAG22/Understanding/labels-or-instructions,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD (Session Only),"""Search Registrants"" Field Missing Accessible Name","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Please add a visual label to the ""Search Registrants"" fields and be sure to properly associate it with its input field. What is currently in place now, a _placeholder_ attribute, is *not* the proper way to handle adding fields to form labels. See https://radancy.dev/guidance-on-form-labels/ for further guidance. ",Verify that all fields now have an accName and that label is now properly associated with input.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSCHEDULE004.png
",,"""HE_Schedule"", ""S4_Low"", ""Effort_Easy"", ""Issue_accName""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YSCHEDULE005,1.4.10: Reflow,AA,Ensure content can be enlarged without requiring horizontal scrolling,https://www.w3.org/WAI/WCAG22/Understanding/reflow.html,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD (Session Only),Text Not Same on Mobile vs. Desktop,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The text within the button, ""Advanced Filters"" appears to switch to ""Filters"" when zooming in. Likely to save space in smaller viewports. However, this is a poor practice as it may cause confusion for users who zoom in who are presented with something different than what initially loaded on the page. Consistency is very important, so we must try to avoid do this whenever we can. To address, please either keep ""Advanced Filters "" on both mobile and desktop or use ""Filter"" for both instead. In short, pick one and stick with it. ",Verify that only one label is being used.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSCHEDULE005.mp4
",,"""HE_Schedule"", ""S4_Low"", ""Effort_Easy""",Moderate,Fail,Product Support,Failed in Preview,,,0
A11YSCHEDULE006,1.4.10: Reflow,AA,Ensure content can be enlarged without requiring horizontal scrolling,https://www.w3.org/WAI/WCAG22/Understanding/reflow.html,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD (Session Only),"Text Being Truncated, Partially Missing","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The default text, ""--Select Question"" is being cut off. Please ensure that text is never cut off or truncated, as this makes understanding of the interface more difficult for disabled and non-disabled users alike.",Verify that text is no longer being truncated.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSCHEDULE006.png",,"""HE_Schedule"", ""S4_Low"", ""Effort_Easy""",Serious,Fail,Product Support,Failed in Preview,,,0
A11YSCHEDULE007,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD (Session Only),Icon Value Can Be Heard by Screen Reader,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The button, ""Advance Filters"" includes a decorative icon that is being read aloud to screen reader users (filter_alt). Please add aria-hidden to the icon to address the issue. This is a common issue across the application so it will be important to address it wherever similar instances may be found. 

*Before* 

{code}<i class=""material-icons"">filter_alt</i>{code}


*After* 

{code}<i aria-hidden=""true"" class=""material-icons"">filter_alt</i>{code}",Verify that the button which contains the icon is no longer reading out that icons text.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSCHEDULE007.png
",,"""HE_Schedule"", ""S4_Low"", ""Effort_Easy"", ""Issue_accName""",Serious,Fail,Product Support,Failed in Preview,,,0
A11YSCHEDULE008,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD (Session Only),Advanced Filters Button Missing Toggle State,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The ""Advanced Filters"" button is missing a toggle state. Please include _aria-expanded_ and ensure that it toggles between ""true"" and ""false"" when pressed and content is displayed and hidden.

*Before* 

{code}<button type=""button"" class=""btn btn-material btn-outlined btn-link"" data-b-test=""REGISTRANTS_FILTER_BUTTON"" data-b-test-identifier=""schedule-modal-registrants"">

…

</button>{code}

*After* 

{code}<button aria-expanded=""false"" type=""button"" class=""btn btn-material btn-outlined btn-link"" data-b-test=""REGISTRANTS_FILTER_BUTTON"" data-b-test-identifier=""schedule-modal-registrants"">

…

</button>{code}","Verify that button now has a proper state, and that state is announced when pressing it.","https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSCHEDULE008.png ",,"""HE_Schedule"", ""S4_Low"", ""Effort_Easy""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YSCHEDULE010,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD (Session Only),Data Table Not Keyboard Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The table of available registrants is largely inaccessible, and I cannot access the Status dropdown at all, via keyboard. This specific portion of the UI should be built using a _button_ element. As it appears to be a toggle, be sure to provide a state change on button by including _aria-exanded_, etc. The table exhibits the same issues we are seeing in other tables used across the application, some of which may be due to the presence of _role=""application""_ being applied higher up in the DOM. ",TBD,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSCHEDULE010.png",,"""HE_Schedule"", ""S4_Low"", ""Effort_Difficult"", ""Issue_Datatable"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YSCHEDULE011,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD (Session Only),Tabindex Found on Non-Interactive Element,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","In the ""Invite to Chat"" section, please remove _tabindex=""0""_ from surrounding elements. As has been cited elsewhere, having a tabindex on non-interactive elements that also do not contain a _role_ and accessible name is not good for accessibility and only serves to make the interface harder to understand and use.",Verify that extraneous _tabindex_ is removed and that the element no longer receives focus when tabbing.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSCHEDULE011.mp4",,"""HE_Schedule"", ""S4_Low"", ""Effort_Easy"", ""Issue_Tabindex""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YSCHEDULE012,4.1.3: Status Messages,AA,Let assistive technologies notify users about changes to the content that don’t take focus,https://www.w3.org/WAI/WCAG22/Understanding/status-messages,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD (Session Only),"""Email Registrant"" Missing Accessible Name and Supplemental Info Association","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","In the ""Email Registrant"" section, the _body_field included a visible label, but it is not tied to the input. Please be sure to include the _for_ attribute on each label and associate it with the corresponding textarea. For example: 

{code}<label for=""subject"">Body</label>

<textarea id=""subject"" … ></textarea>{code}

Also, the supplemental message directly below the _textarea_ is missing an association. Messages related to a specific field should also be programmatically tied to that input so that it will be announced to assistive technology users. For example: 

{code}<label for=""subject"">Keyword</label>

<textarea aria-describedby=""label-message"" id=""subject"" … ></textarea>

<p id=""label-message"">The email will automatically display a 'Schedule Your Chat' button linking to your available times.</p>{code}",Verify that a visible label has been added and now has an accName tied to it via proper association with _textarea_. Also ensure that any supplemental information has been properly tied to field and is announced to screen reader.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSCHEDULE012.png",,"""HE_Schedule"", ""S4_Low"", ""Effort_Easy"", ""Issue_accName""",Critical,Fail,Product Support,Failed in Preview,,,0
"A11YSCHEDULE013",4.1.3: Status Messages,AA,Let assistive technologies notify users about changes to the content that don’t take focus,https://www.w3.org/WAI/WCAG22/Understanding/status-messages,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD (Session Only),Success Message Not Announced to Screen Reader,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","In the ""Email Registrants"" section when the ""Save"" button is pressed, a message appears at the top of the page, ""Successfully saved email template"". This message also needs to be announced to assistive technology users. Consider the use of _aria-live_ here to pass in such messages, so that assistive technology users can hear the message, too. Example: 

{code}<div aria-live=""polite"">Successfully saved email template.</div>{code}",Verify that status message is announced upon saving.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSCHEDULE013.png",,"""HE_Schedule"", ""S4_Low"", ""Effort_Medium""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YSCHEDULE014,1.1.1: Non-text Content,A,Provide text alternatives for non-text content,https://www.w3.org/WAI/WCAG22/Understanding/non-text-content,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD (Session Only),Remove Alternative Text Value,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Please remove the ""Empty"" alternative text found on the decorative image.

Also, please note that the ""Signups"" section had no available data in it at time of testing, so the auditor will need to perform further testing at another time.",Verify that extraneous (and nonsensical) alternative text value is removed.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSCHEDULE014.png",,"""HE_Schedule"", ""S4_Low"", ""Effort_Easy""",Serious,Fail,Product Support,Failed in Preview,,,0
A11YSCHEDULE015,2.5.3: Label In Name,A,Let the visual label for controls be a trigger for speech activation.,https://www.w3.org/WAI/WCAG22/Understanding/label-in-name,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD (Session Only),Dialog Close Button Has Unnecessary Aria-Label,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The ""Schedule"" dialog ""Close"" button appears to have an unnecessary label associated with it. Likely due to a bad cut and paste. Please remove _aria-label_ from it. 

*Before* 

{code}<button type=""button"" class=""btn btn-link"" data-dismiss=""modal"" aria-label=""Press space bar or enter key to continue participating the event."">Close</button>{code}

*After* 

{code}<button type=""button"" class=""btn btn-link"" data-dismiss=""modal"" aria-label=""Press space bar or enter key to continue participating the event."">Close</button>{code}",Verify that extraneous ARIA is removed from button.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSCHEDULE015.png",,"""HE_Schedule"", ""S4_Low"", ""Effort_Easy""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YSEARCHBOOTH001,2.5.3: Label In Name,A,Let the visual label for controls be a trigger for speech activation.,https://www.w3.org/WAI/WCAG22/Understanding/label-in-name,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD (Session Only),Form Fields Missing Accessible Name,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Please include a visible label and be sure to programmatically tie it to the input field. Also, please remove the placeholder text or replace it with something more suggestive. Such as ""e.g., title, booth name, etc."" In short, make it useful.",Verify that a visible label has been added and now has an accName tied to it via proper association. Also ensure that placeholder text is removed.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSEARCHBOOTH001.png",,"""HE_SearchBooth"", ""S4_Low"", ""Effort_Easy"", ""Issue_accName""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YSEARCHBOOTH002,4.1.3: Status Messages,AA,Let assistive technologies notify users about changes to the content that don’t take focus,https://www.w3.org/WAI/WCAG22/Understanding/status-messages,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD (Session Only),Search Result Not Consistently Read to Assistive Technology,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The search result status message does not appear to be read aloud by my screen reader (NVDA and JAWS), when only 1 result is returned.","Verify that all messages added to the page after a search query has been entered, can now be read back via screen reader.","https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSEARCHBOOTH002.mp4",,"""HE_SearchBooth"", ""S4_Low"", ""Effort_Medium""",Critical,Fail,Product Support,Failed in Preview,,,0
"A11YSEARCHBOOTH003",2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD (Session Only),"""Search Booth"" and ""Search Registrants"" Buttons Not Keyboard Accessible","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The ""Search Booth"" and ""Search Registrants"" buttons in the primary navigation are not accessible via keyboard or screen reader. They appear to both include _tabindex=""-1""_ and _aria-hidden=""true""_ on them. Please remove these two attributes from each button.

*Search Booth Button* 

{code}<button type=""button"" class=""btn btn-default side-nav-button GHUGN-BDAL"" role=""button"" tabindex=""-1"" aria-hidden=""true"" accesskey=""m""><i class=""material-icons"" aria-hidden=""true"" role=""presentation"" data-original-title="""" title="""">search</i><span>Search Booths</span></button>{code}

*Search Registrants Button*

{code}<button type=""button"" class=""btn btn-default side-nav-button"" role=""button"" id=""EVENT_SEARCH_REGISTRANTS_BUTTON"" tabindex=""-1"" style="""" aria-hidden=""true""><i class=""material-icons"" aria-hidden=""true"" role=""presentation"" tabindex=""-1"" data-original-title="""" title="""">person_search</i><span>Search Registrants</span></button>{code}",Verify that all navigational elements can be tabbed through and accessed by screen reader.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSEARCHBOOTH001.png",,"""HE_SearchBooth"", ""S4_Low"", ""Effort_Easy""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YSEARCHBOOTH004,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD (Session Only),"""Search Booth"" Dialog Requires Improvement","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The result links in the ""Search Booth"" dialog makes a reference to ""Press spacebar…."" and upon doing so, I was redirected to another page (behind the dialog while). If these are hyperlinks, I’m not sure why we need to press the spacebar to navigate away from the dialog to another booth, though I expect it has something to do with this being a single page application? Unfortunately, the video grab I took of this behavior did not save properly, so I will need to test it again soon, with a new, live event. Here is an example of the link in question: 

{code}<a href=""javascript:;"" aria-label=""You are not waiting to chat in Accessibility: Text, Video &amp; Audio Chat. This is your booth. Not waiting to chat. Press space bar to navigate to this booth."">Accessibility: Text, Video &amp; Audio Chat</a>{code}

Off the top of my head, I would say that _aria-label_ needs to be removed and that the link, when pressed, should simply close the dialog, and navigate to the selected booth, much like a normal link in a dialog would behave. Having keyboard users press the spacebar is unusual behavior for a link. 

Please assign this to Michael Spellacy (Spell) so that I can test it further and provide more detailed instructions on how to best address.",Verify that extraneous label is removed from the control and that dialog behaves as expected.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSEARCHBOOTH004.png ",,"""HE_SearchBooth"", ""S4_Low"", ""Effort_Easy"", ""Issue_Dialog"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YSEARCHBOOTH005,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD (Session Only),Tabindex Found on Non-Interactive Element,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Please remove extraneous _tabindex=""0""_ from _div[id=""gw-uid-78""]_.",Verify that extraneous _tabindex_ is removed and that the element no longer receives focus when tabbing.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSEARCHBOOTH005.png ",,"""HE_SearchBooth"", ""S4_Low"", ""Effort_Easy"", ""Issue_Tabindex""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YWEBINAIR001,3.3.2: Labels or Instructions,A,Label elements and give instructions,https://www.w3.org/WAI/WCAG22/Understanding/labels-or-instructions,https://app.brazenconnect.com/app/events/LrqwkhD#!booth;eventCode=LrqwkhD;boothCode=webinair (Session Only),Related Content Panel Button Missing Accessible Name,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The toggle button used to reveal related content on the page, lacks an accessible name. What I hear when I land on it with me screen reader is ""chevron_left"", which appears to be the name of the icon, which should be hidden. The button should also convey its state, via _aria-expanded_. 

*Before* 

{code}<button type=""button"" class=""btn btn-material btn-round btn-link"" tabindex=""0"" data-original-title="""" title=""""><i class=""material-icons"">chevron_left</i><div aria-hidden=""true"" style=""display: none;""><div class=""spinner-wrapper""><svg class=""spinner"" width=""24px"" height=""24px"" viewBox=""0 0 66 66"" xmlns=""http://www.w3.org/2000/svg""><circle class=""path"" fill=""none"" stroke-width=""6"" stroke-linecap=""round"" cx=""33"" cy=""33"" r=""30""></circle></svg><span>Loading ...</span></div></div></button>{code} 

*After* 

{code}<button aria-label=""Related Content"" aria-expanded=""false"" type=""""button"""" class=""""btn btn-material btn-round btn-link""""><i class=""""material-icons"""">chevron_left</i></button>{code} 

*TODO* 

1. Give the button an accessible name. Use _aria-label=""Related Content""_. 

2. Add _aria-expanded_ and ensure that it toggles between _true_ and _false_ when continually pressed and content is revealed and hidden. 

3. Hide the icon using _aria-hidden=""true""_. 

4. Optional: Remove any extraneous attributes and elements that should not be there. For example, this button does not require a loader, etc.",Verify that element now has an accName and proper state and that extraneous text being produced by the icon is not read back to assistive technology.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YWEBINAIR001.png",,"""HE_Webinair"", ""S4_Low"", ""Effort_Easy"", ""Issue_accName""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YWEBINAIR002,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrqwkhD#!booth;eventCode=LrqwkhD;boothCode=webinair (Session Only),Related Content Panel Can Be Accessed When Closed,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The ""Related Content"" panel can still be tabbed to even though it is closed. As the disclosure appears to animate, likely all it needs is a little extra CSS to effectively hide it from keyboard and assistive technology users. The closed state should include _visibility: hidden;_ and the open state should include _visibility: visible_.",Verify that hidden content can no longer be tabbed to.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YWEBINAIR002.mp4",,"""HE_Webinair"", ""S4_Low"", ""Effort_Medium"", ""Issue_Tablist""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YWEBINAIR003,3.3.2: Labels or Instructions,A,Label elements and give instructions,https://www.w3.org/WAI/WCAG22/Understanding/labels-or-instructions,https://app.brazenconnect.com/app/events/LrqwkhD#!booth;eventCode=LrqwkhD;boothCode=webinair (Session Only),Related Content Disclosure Buttons Reading Back Incorrectly,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The ""Activity"" and ""Representatives"" disclosure buttons appear to be including additional content in its accessible name, like ""close panel"". To remedy this, please remove the _aria-label_ attribute and set _aria-hidden_ to _true_ on _i[class=""material-icons""]_ 

*Before* 

{code}<i class=""material-icons"" aria-hidden=""false"" aria-label=""Close panel"">keyboard_arrow_up</i>{code} 

*After* 

{code}<i class=""material-icons"" aria-hidden=""true"">keyboard_arrow_up</i>{code}",Verify that icon is not being read back to screen reader. This can also be verified using Google DevTools (Accessibility Tab) by looking at the components accName.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YWEBINAIR004.png",,"""HE_Webinair"", ""S4_Low"", ""Effort_Easy"", ""Issue_accName""",Critical,Fail,Product Support,Failed in Preview,,,0
